,movie_title,title_year,duration,color,genre,language,country,content_rating,director_name,actor_1_name,actor_2_name,budget,gross,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,num_critic_for_reviews,IMDB_user_votes,IMDB_user_reviews,IMDB_score
953,Harry Potter and the Goblet of Fire,2005,157.0,Color,Adventure,English,UK,PG-13,Mike Newell,Robert Pattinson,Daniel Radcliffe,150000000.0,289994397.0,179,21000.0,11000.0,0,295.0,385670.0,1896.0,7.6
954,Charlie and the Chocolate Factory,2005,115.0,Color,Adventure,English,USA,PG,Tim Burton,Johnny Depp,Christopher Lee,150000000.0,206456431.0,13000,40000.0,16000.0,0,276.0,320284.0,1361.0,6.7
955,Batman Begins,2005,128.0,Color,Action,English,USA,PG-13,Christopher Nolan,Christian Bale,Liam Neeson,150000000.0,205343774.0,22000,23000.0,14000.0,15000,478.0,980946.0,2685.0,8.3
956,Fun with Dick and Jane,2005,90.0,Color,Comedy,English,USA,PG-13,Dean Parisot,John Michael Higgins,Richard Burgi,100000000.0,110332737.0,23,957.0,550.0,2000,135.0,110788.0,258.0,6.1
957,Stealth,2005,121.0,Color,Action,English,USA,PG-13,Rob Cohen,Sam Shepard,Joe Morton,135000000.0,31704416.0,357,820.0,780.0,0,145.0,45455.0,388.0,5.0
958,Sahara,2005,124.0,Color,Action,English,UK,PG-13,Breck Eisner,Matthew McConaughey,Rainn Wilson,130000000.0,68642452.0,42,11000.0,973.0,0,163.0,77673.0,463.0,6.0
959,War of the Worlds,2005,116.0,Color,Adventure,English,USA,PG-13,Steven Spielberg,Tom Cruise,Lisa Ann Walter,132000000.0,234277056.0,14000,10000.0,1000.0,0,401.0,334345.0,2741.0,6.5
960,Star Wars: Episode III - Revenge of the Sith,2005,140.0,Color,Action,English,USA,PG-13,George Lucas,Natalie Portman,Christopher Lee,113000000.0,380262555.0,0,20000.0,16000.0,10000,359.0,520104.0,3286.0,7.6
961,Mr. & Mrs. Smith,2005,126.0,Color,Action,English,USA,PG-13,Doug Liman,Brad Pitt,Angelina Jolie Pitt,120000000.0,186336103.0,218,11000.0,11000.0,0,233.0,348861.0,798.0,6.5
962,Kingdom of Heaven,2005,194.0,Color,Action,English,USA,R,Ridley Scott,Liam Neeson,Orlando Bloom,130000000.0,47396698.0,0,14000.0,5000.0,0,239.0,217373.0,942.0,7.2
963,The Island,2005,136.0,Color,Action,English,USA,PG-13,Michael Bay,Scarlett Johansson,Steve Buscemi,126000000.0,35799026.0,0,19000.0,12000.0,0,257.0,263329.0,899.0,6.9
964,Son of the Mask,2005,94.0,Color,Comedy,English,USA,PG,Lawrence Guterman,Jamie Kennedy,Traylor Howard,84000000.0,17010646.0,6,490.0,294.0,881,78.0,40751.0,239.0,2.2
965,The Interpreter,2005,128.0,Color,Crime,Aboriginal,UK,PG-13,Sydney Pollack,Curtiss Cook,George Harris,80000000.0,72515360.0,521,591.0,249.0,0,227.0,86152.0,411.0,6.4
966,Cinderella Man,2005,144.0,Color,Biography,English,USA,PG-13,Ron Howard,Paddy Considine,Bruce McGill,88000000.0,61644321.0,2000,680.0,655.0,0,201.0,148238.0,529.0,8.0
967,Memoirs of a Geisha,2005,145.0,Color,Drama,English,USA,PG-13,Rob Marshall,Li Gong,Mako,85000000.0,57010853.0,252,879.0,691.0,0,229.0,119286.0,548.0,7.3
968,The Longest Yard,2005,113.0,Color,Comedy,English,USA,PG-13,Peter Segal,Adam Sandler,Steve Reevis,82000000.0,158115031.0,88,11000.0,437.0,0,134.0,130070.0,316.0,6.4
969,Robots,2005,91.0,Color,Adventure,English,USA,PG,Chris Wedge,Jim Broadbent,Drew Carey,75000000.0,128200012.0,77,1000.0,311.0,0,163.0,103022.0,269.0,6.3
970,The Legend of Zorro,2005,129.0,Color,Action,Spanish,USA,PG,Martin Campbell,Michael Emerson,Nick Chinlund,75000000.0,45356386.0,258,2000.0,277.0,951,137.0,71574.0,244.0,5.9
971,The Brothers Grimm,2005,118.0,Color,Action,English,USA,PG-13,Terry Gilliam,Matt Damon,Heath Ledger,88000000.0,37899638.0,0,13000.0,13000.0,0,233.0,98472.0,492.0,5.9
972,A Sound of Thunder,2005,102.0,Color,Action,English,UK,PG-13,Peter Hyams,David Oyelowo,Catherine McCormack,52000000.0,1891821.0,0,1000.0,307.0,785,113.0,16474.0,301.0,4.2
973,Madagascar,2005,86.0,Color,Adventure,English,USA,PG,Eric Darnell,Jada Pinkett Smith,Cedric the Entertainer,75000000.0,193136719.0,35,851.0,436.0,0,181.0,266636.0,385.0,6.9
974,Be Cool,2005,118.0,Color,Comedy,English,USA,PG-13,F. Gary Gray,Dwayne Johnson,Christina Milian,53000000.0,55808744.0,473,12000.0,1000.0,0,161.0,59435.0,323.0,5.7
975,Munich,2005,163.0,Color,Drama,English,France,R,Steven Spielberg,Ayelet Zurer,Moritz Bleibtreu,70000000.0,47379090.0,14000,745.0,486.0,0,298.0,176936.0,824.0,7.6
976,Hostage,2005,113.0,Color,Action,English,USA,R,Florent-Emilio Siri,Jimmy Bennett,Bruce Willis,52000000.0,34636443.0,17,87000.0,13000.0,0,152.0,93790.0,288.0,6.6
977,Jarhead,2005,125.0,Color,Action,English,Germany,R,Sam Mendes,Jake Gyllenhaal,Brian Geraghty,70000000.0,62647540.0,0,15000.0,383.0,0,262.0,143525.0,657.0,7.1
978,Doom,2005,113.0,Color,Action,English,UK,R,Andrzej Bartkowiak,Dwayne Johnson,Ben Daniels,60000000.0,28031250.0,43,12000.0,585.0,0,237.0,88146.0,814.0,5.2
979,Zathura: A Space Adventure,2005,101.0,Color,Action,English,USA,PG,Jon Favreau,Kristen Stewart,Josh Hutcherson,65000000.0,28045540.0,4000,17000.0,14000.0,0,136.0,67707.0,202.0,6.1
980,Oliver Twist,2005,130.0,Color,Crime,English,UK,PG-13,Roman Polanski,Ian McNeice,Barney Clark,50000000.0,1987287.0,2000,268.0,85.0,0,127.0,25474.0,138.0,6.9
981,Elektra,2005,100.0,Color,Action,English,Canada,PG-13,Rob Bowman,Jennifer Garner,Cary-Hiroyuki Tagawa,43000000.0,24407944.0,38,3000.0,1000.0,0,196.0,71202.0,380.0,4.8
982,Chicken Little,2005,81.0,Color,Adventure,English,USA,G,Mark Dindal,Catherine O'Hara,Fred Willard,150000000.0,135381507.0,10,925.0,729.0,912,161.0,63912.0,251.0,5.8
983,Cheaper by the Dozen 2,2005,94.0,Color,Adventure,English,USA,PG,Adam Shankman,Taylor Lautner,Tom Welling,60000000.0,82569532.0,163,12000.0,3000.0,781,77.0,42737.0,128.0,5.4
984,Miss Congeniality 2: Armed and Fabulous,2005,115.0,Color,Action,English,USA,PG-13,John Pasquin,Eileen Brennan,Diedrich Bader,45000000.0,48472213.0,11,1000.0,759.0,621,111.0,51252.0,156.0,5.0
985,xXx: State of the Union,2005,101.0,Color,Action,English,USA,PG-13,Lee Tamahori,Sunny Mabrey,Nona Gaye,87000000.0,26082914.0,93,287.0,233.0,0,77.0,51349.0,213.0,4.3
986,Dark Water,2005,103.0,Color,Drama,English,USA,PG-13,Walter Salles,Dougray Scott,Camryn Manheim,30000000.0,25472967.0,179,794.0,329.0,0,196.0,44966.0,411.0,5.6
987,The Great Raid,2005,132.0, Black and White,Action,Filipino,USA,R,John Dahl,James Franco,Clayne Crawford,80000000.0,10166502.0,131,11000.0,298.0,0,81.0,18209.0,183.0,6.7
988,Just Like Heaven,2005,95.0,Color,Comedy,English,USA,PG-13,Mark Waters,Jon Heder,Ivana Milicevic,58000000.0,48291624.0,70,970.0,834.0,0,142.0,82819.0,263.0,6.7
989,The Pacifier,2005,95.0,Color,Action,English,Canada,PG,Adam Shankman,Vin Diesel,Brad Garrett,56000000.0,113006880.0,163,14000.0,799.0,0,125.0,66308.0,225.0,5.5
990,Hitch,2005,118.0,Color,Comedy,English,USA,PG-13,Andy Tennant,Will Smith,Michael Rapaport,70000000.0,177575142.0,72,10000.0,975.0,0,171.0,244840.0,372.0,6.6
991,Flightplan,2005,98.0,Color,Drama,English,USA,PG-13,Robert Schwentke,Erika Christensen,Michael Irby,55000000.0,89706988.0,124,931.0,507.0,0,231.0,126746.0,600.0,6.2
992,Æon Flux,2005,93.0,Color,Action,English,USA,PG-13,Karyn Kusama,Charlize Theron,Sophie Okonedo,62000000.0,25857987.0,45,9000.0,460.0,0,178.0,110614.0,532.0,5.5
993,Elizabethtown,2005,123.0,Color,Comedy,English,USA,PG-13,Cameron Crowe,Orlando Bloom,Kirsten Dunst,57000000.0,26838389.0,488,5000.0,4000.0,0,190.0,58658.0,495.0,6.4
994,The Dukes of Hazzard,2005,107.0,Color,Action,English,USA,PG-13,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,50000000.0,80270227.0,422,631.0,534.0,0,144.0,66382.0,612.0,5.1
995,The Ring Two,2005,128.0,Color,Horror,English,USA,PG-13,Hideo Nakata,Naomi Watts,Gary Cole,21000000.0,75888270.0,62,6000.0,989.0,0,196.0,71153.0,560.0,5.4
996,V for Vendetta,2005,132.0,Color,Action,English,USA,R,James McTeigue,Natalie Portman,Eddie Marsan,54000000.0,70496802.0,160,20000.0,979.0,48000,525.0,791783.0,2042.0,8.2
997,Herbie Fully Loaded,2005,101.0,Color,Adventure,English,USA,G,Angela Robinson,Scoot McNairy,Thomas Lennon,50000000.0,66002004.0,23,660.0,651.0,1000,117.0,36431.0,168.0,4.7
998,Syriana,2005,128.0,Color,Drama,English,USA,R,Stephen Gaghan,Matt Damon,Amr Waked,50000000.0,50815288.0,79,13000.0,903.0,0,358.0,109188.0,625.0,7.0
999,The Adventures of Sharkboy and Lavagirl 3-D,2005,93.0,Color,Action,English,USA,PG,Robert Rodriguez,Taylor Lautner,Kristin Davis,50000000.0,39177541.0,0,12000.0,722.0,0,66.0,20310.0,177.0,3.5
1000,Man of the House,2005,100.0,Color,Action,English,USA,PG-13,Stephen Herek,Christina Milian,Vanessa Ferlito,40000000.0,19118247.0,65,1000.0,923.0,779,59.0,19829.0,94.0,5.4
1001,Into the Blue,2005,110.0,Color,Action,English,USA,PG-13,John Stockwell,Paul Walker,James Frain,50000000.0,18472363.0,134,23000.0,1000.0,0,120.0,63599.0,208.0,5.8
1002,Domino,2005,127.0,Color,Action,English,France,R,Tony Scott,Ian Ziering,Mo'Nique,50000000.0,10137232.0,12000,984.0,940.0,0,186.0,58015.0,374.0,6.0
1003,Monster-in-Law,2005,101.0,Color,Comedy,English,Germany,PG-13,Robert Luketic,Adam Scott,Jane Fonda,60000000.0,82931301.0,126,3000.0,949.0,0,132.0,43358.0,228.0,5.5
1004,Coach Carter,2005,136.0,Color,Drama,English,USA,PG-13,Thomas Carter,Channing Tatum,Rick Gonzalez,30000000.0,67253092.0,49,17000.0,807.0,0,127.0,92702.0,209.0,7.2
1005,Kicking & Screaming,2005,95.0,Color,Comedy,English,USA,PG,Jesse Dylan,Josh Hutcherson,Will Ferrell,45000000.0,52580895.0,58,14000.0,8000.0,743,94.0,30255.0,118.0,5.6
1006,The Hitchhiker's Guide to the Galaxy,2005,109.0,Color,Adventure,English,USA,PG,Garth Jennings,Zooey Deschanel,Kelly Macdonald,50000000.0,51019112.0,37,11000.0,2000.0,10000,276.0,155745.0,1053.0,6.8
1007,The Producers,2005,134.0,Color,Comedy,English,USA,PG-13,Susan Stroman,Jon Lovitz,Will Ferrell,45000000.0,19377727.0,38,11000.0,8000.0,0,168.0,35140.0,409.0,6.4
1008,Unleashed,2005,103.0,Color,Action,English,France,R,Louis Leterrier,Morgan Freeman,Jet Li,45000000.0,24520892.0,255,11000.0,5000.0,0,177.0,85198.0,303.0,7.0
1009,Lord of War,2005,122.0,Color,Crime,English,USA,R,Andrew Niccol,Nicolas Cage,Jeremy Crutchley,50000000.0,24127895.0,487,12000.0,43.0,10000,168.0,248123.0,437.0,7.6
1010,Sin City,2005,147.0, Black and White,Crime,English,USA,R,Frank Miller,Rosario Dawson,Powers Boothe,40000000.0,74098862.0,436,3000.0,472.0,13000,374.0,656640.0,1732.0,8.1
1011,The Skeleton Key,2005,104.0, Black and White,Horror,English,USA,PG-13,Iain Softley,Gena Rowlands,Deneen Tyler,43000000.0,47806295.0,34,545.0,351.0,0,193.0,87447.0,371.0,6.5
1012,Fever Pitch,2005,104.0,Color,Comedy,English,USA,PG-13,Bobby Farrelly,Jimmy Fallon,KaDee Strickland,30000000.0,42071069.0,101,787.0,299.0,0,124.0,36223.0,208.0,6.2
1013,Get Rich or Die Tryin',2005,117.0,Color,Biography,English,USA,R,Jim Sheridan,50 Cent,Bill Duke,40000000.0,30981850.0,260,1000.0,1000.0,0,98.0,35834.0,284.0,5.0
1014,Rent,2005,135.0,Color,Drama,English,USA,PG-13,Chris Columbus,Rosario Dawson,David Fine,40000000.0,29077547.0,0,3000.0,1000.0,3000,146.0,41685.0,754.0,7.0
1015,Nomad: The Warrior,2005,112.0,Color,Drama,Kazakh,France,R,Sergey Bodrov,Jay Hernandez,Kuno Becker,25000000.0,77231.0,44,1000.0,580.0,265,30.0,3322.0,32.0,6.0
1016,Serenity,2005,119.0,Color,Action,English,USA,PG-13,Joss Whedon,Adam Baldwin,Sean Maher,40000000.0,25335935.0,0,2000.0,505.0,14000,276.0,242599.0,1594.0,8.0
1017,Guess Who,2005,105.0,Color,Comedy,English,USA,PG-13,Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,35000000.0,67962333.0,8,1000.0,358.0,919,104.0,33887.0,160.0,5.9
1018,Sky High,2005,100.0,Color,Adventure,English,USA,PG,Mike Mitchell,Michael Angarano,Kelly Preston,35000000.0,63939454.0,31,947.0,742.0,0,127.0,61321.0,217.0,6.2
1019,Must Love Dogs,2005,98.0,Color,Comedy,English,USA,PG-13,Gary David Goldberg,Stockard Channing,Victor Webster,30000000.0,43894863.0,30,944.0,940.0,0,120.0,25883.0,262.0,5.9
1020,House of Wax,2005,108.0,Color,Horror,English,Australia,R,Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,30000000.0,32048809.0,174,730.0,716.0,0,228.0,94456.0,576.0,5.3
1021,Valiant,2005,76.0,Color,Adventure,English,UK,G,Gary Chapman,Jim Broadbent,Olivia Williams,35000000.0,19447478.0,2,1000.0,766.0,538,93.0,15788.0,80.0,5.6
1022,Cursed,2005,99.0,Color,Comedy,English,USA,PG-13,Wes Craven,Shannon Elizabeth,Portia de Rossi,35000000.0,19294901.0,0,1000.0,573.0,0,158.0,26126.0,325.0,5.0
1023,Goal! The Dream Begins,2005,118.0,Color,Drama,English,USA,PG-13,Danny Cannon,Sean Pertwee,Kuno Becker,10000000.0,4280577.0,41,722.0,580.0,0,90.0,50919.0,114.0,6.8
1024,Dreamer: Inspired by a True Story,2005,98.0,Color,Drama,English,USA,PG,John Gatins,Ken Howard,Freddy Rodríguez,32000000.0,32701088.0,61,649.0,579.0,0,75.0,10018.0,108.0,6.9
1025,A History of Violence,2005,96.0,Color,Crime,English,USA,R,David Cronenberg,Viggo Mortensen,Kyle Schmid,32000000.0,31493782.0,0,10000.0,917.0,0,441.0,186606.0,1125.0,7.5
1026,Transporter 2,2005,87.0,Color,Action,English,France,PG-13,Louis Leterrier,Jason Statham,Jason Flemyng,32000000.0,43095600.0,255,26000.0,1000.0,0,163.0,156267.0,340.0,6.3
1027,Four Brothers,2005,109.0,Color,Action,English,USA,R,John Singleton,Josh Charles,Tony Nappo,45000000.0,74484168.0,309,1000.0,654.0,0,123.0,109894.0,340.0,6.9
1028,The Curse of the Were-Rabbit,2005,85.0,Color,Animation,English,UK,G,Steve Box,Mark Gatiss,Geraldine McEwan,30000000.0,56068547.0,9,567.0,269.0,0,209.0,98160.0,307.0,7.5
1029,Racing Stripes,2005,102.0,Color,Adventure,English,USA,PG,Frederik Du Chau,Bruce Greenwood,Frankie Muniz,21000000.0,49186871.0,7,984.0,934.0,771,73.0,12570.0,86.0,5.2
1030,Corpse Bride,2005,77.0,Color,Animation,English,USA,PG,Tim Burton,Johnny Depp,Christopher Lee,40000000.0,53337608.0,13000,40000.0,16000.0,0,267.0,188785.0,467.0,7.4
1031,Assault on Precinct 13,2005,109.0,Color,Action,English,USA,R,Jean-François Richet,Brian Dennehy,Drea de Matteo,20000000.0,19976073.0,25,954.0,739.0,999,152.0,65979.0,220.0,6.3
1032,North Country,2005,126.0,Color,Drama,English,USA,R,Niki Caro,Jeremy Renner,Charlize Theron,35000000.0,18324242.0,51,10000.0,9000.0,0,155.0,32815.0,214.0,7.3
1033,The Cave,2005,93.0,Color,Adventure,English,USA,PG-13,Bruce Hunt,Eddie Cibrian,Cole Hauser,30000000.0,14888028.0,2,849.0,787.0,0,140.0,28606.0,262.0,5.1
1034,The New World,2005,150.0,Color,Biography,English,USA,PG-13,Terrence Malick,Christian Bale,Michael Greyeyes,30000000.0,12712093.0,0,23000.0,909.0,0,222.0,70771.0,671.0,6.7
1035,An Unfinished Life,2005,108.0,Color,Drama,English,USA,PG-13,Lasse Hallström,Morgan Freeman,Camryn Manheim,30000000.0,8535575.0,529,11000.0,329.0,0,107.0,24033.0,152.0,7.0
1036,Supercross,2005,80.0,Color,Action,English,USA,PG-13,Steve Boyum,Channing Tatum,Mike Vogel,21000000.0,3101301.0,9,17000.0,2000.0,353,41.0,3926.0,38.0,4.0
1037,The Promise,2005,103.0,Color,Action,Mandarin,China,PG-13,Kaige Chen,Dong-gun Jang,Toby Leonard Moore,60000000.0,668171.0,45,489.0,181.0,445,90.0,8215.0,132.0,5.6
1038,Walk the Line,2005,153.0,Color,Biography,English,USA,PG-13,James Mangold,Sandra Ellis Lafferty,Dallas Roberts,28000000.0,119518352.0,446,523.0,405.0,11000,291.0,188637.0,815.0,7.9
1039,The Jacket,2005,94.0,Color,Drama,English,USA,R,John Maybury,Jennifer Jason Leigh,Jason Lewis,29000000.0,6301131.0,11,1000.0,948.0,0,161.0,92850.0,263.0,7.1
1040,Pride & Prejudice,2005,135.0,Color,Drama,English,France,PG,Joe Wright,Talulah Riley,Brenda Blethyn,28000000.0,38372662.0,456,422.0,286.0,17000,177.0,193455.0,1058.0,7.8
1041,The 40-Year-Old Virgin,2005,133.0,Color,Comedy,English,USA,R,Judd Apatow,Steve Carell,Romany Malco,26000000.0,109243478.0,0,7000.0,966.0,0,217.0,313797.0,546.0,7.1
1042,Red Eye,2005,85.0,Color,Mystery,English,USA,PG-13,Wes Craven,Robert Pine,Carl Gilliard,26000000.0,57859105.0,0,332.0,285.0,0,224.0,94108.0,673.0,6.5
1043,The Constant Gardener,2005,129.0,Color,Drama,English,UK,R,Fernando Meirelles,Archie Panjabi,Danny Huston,15000000.0,33565375.0,353,883.0,430.0,0,226.0,111351.0,568.0,7.5
1044,Hide and Seek,2005,101.0,Color,Drama,English,USA,R,John Polson,Robert De Niro,Dylan Baker,30000000.0,51097664.0,21,22000.0,812.0,0,180.0,70205.0,450.0,5.9
1045,Nanny McPhee,2005,97.0,Color,Comedy,English,USA,PG,Kirk Jones,Colin Firth,Kelly Macdonald,25000000.0,47124400.0,52,14000.0,2000.0,0,128.0,49676.0,181.0,6.6
1046,The Sisterhood of the Traveling Pants,2005,119.0,Color,Comedy,English,USA,PG,Ken Kwapis,Mike Vogel,America Ferrera,25000000.0,39008741.0,42,2000.0,953.0,0,88.0,44838.0,223.0,6.6
1047,Beauty Shop,2005,105.0,Color,Comedy,English,USA,PG-13,Bille Woodruff,Alfre Woodard,Keshia Knight Pulliam,21000000.0,36310118.0,23,1000.0,619.0,671,72.0,13194.0,59.0,5.5
1048,Ice Princess,2005,98.0,Color,Comedy,English,USA,G,Tim Fywell,Connie Ray,Trevor Blumas,21000000.0,24381334.0,3,90.0,89.0,901,67.0,19737.0,81.0,6.0
1049,A Lot Like Love,2005,107.0,Color,Comedy,English,USA,PG-13,Nigel Cole,Aimee Garcia,Tyrone Giordano,30000000.0,21835784.0,13,618.0,172.0,0,112.0,58297.0,161.0,6.6
1050,The Greatest Game Ever Played,2005,120.0,Color,Drama,English,USA,PG,Bill Paxton,Stephen Dillane,Matthew Knight,21000000.0,15331289.0,0,577.0,464.0,0,86.0,22289.0,106.0,7.5
1051,Lords of Dogtown,2005,107.0,Color,Biography,English,USA,PG-13,Catherine Hardwicke,Heath Ledger,Michael Angarano,25000000.0,11008432.0,308,13000.0,947.0,5000,119.0,43903.0,194.0,7.1
1052,Underclassman,2005,95.0,Color,Action,English,USA,PG-13,Marcos Siega,Cheech Marin,Nick Cannon,25000000.0,5654777.0,32,843.0,593.0,206,31.0,4875.0,26.0,4.1
1053,The World's Fastest Indian,2005,127.0,Color,Biography,English,New Zealand,PG-13,Roger Donaldson,Anthony Hopkins,Antony Starr,25000000.0,5128124.0,79,12000.0,506.0,11000,126.0,44198.0,251.0,7.9
1054,King's Ransom,2005,95.0,Color,Comedy,English,USA,PG-13,Jeffrey W. Byrd,Donald Faison,Loretta Devine,15000000.0,4006906.0,2,927.0,912.0,83,23.0,3229.0,20.0,4.1
1055,BloodRayne,2005,92.0,Color,Action,English,USA,R,Uwe Boll,Meat Loaf,Udo Kier,25000000.0,1550000.0,892,783.0,595.0,937,143.0,30628.0,471.0,2.9
1056,Where the Truth Lies,2005,107.0,Color,Crime,English,Canada,R,Atom Egoyan,Colin Firth,Alison Lohman,25000000.0,871527.0,460,14000.0,1000.0,507,97.0,14982.0,128.0,6.5
1057,King Kong,2005,201.0,Color,Action,English,New Zealand,PG-13,Peter Jackson,Naomi Watts,Thomas Kretschmann,207000000.0,218051260.0,0,6000.0,918.0,0,446.0,316020.0,2618.0,7.2
1058,Derailed,2005,112.0,Color,Drama,English,USA,R,Mikael Håfström,Denis O'Hare,RZA,22000000.0,36020063.0,101,896.0,561.0,0,116.0,62584.0,375.0,6.6
1059,Deuce Bigalow: European Gigolo,2005,83.0,Color,Comedy,English,USA,R,Mike Bigelow,Carlos Ponce,Eddie Griffin,22000000.0,22264487.0,2,591.0,489.0,887,98.0,41239.0,166.0,4.6
1060,The Island,2005,136.0,Color,Action,English,USA,PG-13,Michael Bay,Scarlett Johansson,Steve Buscemi,126000000.0,35799026.0,0,19000.0,12000.0,0,257.0,263336.0,899.0,6.9
1061,Joyeux Noel,2005,116.0,Color,Drama,French,France,PG-13,Christian Carion,Gary Lewis,Dany Boon,22000000.0,1050445.0,13,203.0,172.0,11000,115.0,21394.0,147.0,7.8
1062,Are We There Yet?,2005,95.0,Color,Adventure,English,USA,PG,Brian Levant,Nia Long,Tracy Morgan,32000000.0,82301521.0,32,826.0,642.0,773,75.0,22679.0,149.0,4.6
1063,Boogeyman,2005,89.0,Color,Drama,English,USA,PG-13,Stephen Kay,Barry Watson,Skye McCole Bartusiak,20000000.0,46363118.0,19,526.0,392.0,1000,140.0,25960.0,389.0,4.1
1064,Pooh's Heffalump Movie,2005,68.0,Color,Animation,English,USA,G,Frank Nissen,Kath Soucie,Brenda Blethyn,20000000.0,18081626.0,0,304.0,286.0,264,45.0,4180.0,32.0,6.4
1065,The Weather Man,2005,102.0,Color,Comedy,English,USA,R,Gore Verbinski,Nicolas Cage,Hope Davis,22000000.0,12469811.0,563,12000.0,442.0,0,156.0,69172.0,316.0,6.6
1066,Mrs Henderson Presents,2005,103.0,Color,Comedy,English,UK,R,Stephen Frears,Bob Hoskins,Christopher Guest,20000000.0,11034436.0,350,5000.0,378.0,0,137.0,13505.0,180.0,7.1
1067,The Man,2005,83.0,Color,Action,English,Germany,PG-13,Les Mayfield,Miguel Ferrer,Susie Essman,33000000.0,8326035.0,10,688.0,99.0,676,72.0,21933.0,76.0,5.5
1068,Alone in the Dark,2005,94.0,Color,Horror,English,Canada,R,Uwe Boll,Catherine Lough Haggquist,Darren Shahlavi,20000000.0,5132655.0,892,310.0,294.0,1000,148.0,37626.0,521.0,2.3
1069,The Proposition,2005,104.0,Color,Crime,English,Australia,R,John Hillcoat,Ray Winstone,Noah Taylor,2000000.0,1900725.0,214,1000.0,509.0,0,168.0,43205.0,232.0,7.4
1070,The Game of Their Lives,2005,101.0,Color,Drama,English,USA,PG,David Anspaugh,Gerard Butler,Costas Mandylor,20000000.0,375474.0,25,18000.0,723.0,445,21.0,2613.0,46.0,6.2
1071,The Amityville Horror,2005,90.0,Color,Drama,English,USA,R,Andrew Douglas,Jimmy Bennett,Chloë Grace Moretz,19000000.0,64255243.0,15,87000.0,17000.0,0,220.0,80903.0,518.0,6.0
1072,Land of the Dead,2005,97.0, Black and White,Horror,English,Canada,R,George A. Romero,Tony Nappo,Shawn Roberts,15000000.0,20433940.0,0,654.0,529.0,0,252.0,78883.0,662.0,6.2
1073,The Exorcism of Emily Rose,2005,122.0,Color,Drama,English,USA,PG-13,Scott Derrickson,Tom Wilkinson,Colm Feore,20000000.0,75072454.0,301,1000.0,539.0,0,233.0,96569.0,522.0,6.7
1074,The Family Stone,2005,103.0,Color,Comedy,English,USA,PG-13,Thomas Bezucha,Craig T. Nelson,Paul Schneider,17000000.0,6061759.0,15,723.0,552.0,0,142.0,49077.0,475.0,6.3
1075,Hoodwinked!,2005,80.0,Color,Action,English,USA,PG,Cory Edwards,Anne Hathaway,Chazz Palminteri,17500000.0,51053787.0,19,11000.0,979.0,0,142.0,45900.0,247.0,6.5
1076,The White Countess,2005,135.0,Color,Drama,English,UK,PG-13,James Ivory,Vanessa Redgrave,Natasha Richardson,16000000.0,1666262.0,133,898.0,708.0,356,64.0,5321.0,78.0,6.7
1077,Slow Burn,2005,93.0,Color,Drama,English,USA,R,Wayne Beach,Mekhi Phifer,LL Cool J,15500000.0,1181197.0,7,1000.0,1000.0,191,40.0,3299.0,24.0,5.9
1078,The Wedding Date,2005,90.0,Color,Comedy,English,USA,PG-13,Clare Kilner,Jack Davenport,Debra Messing,15000000.0,31585300.0,6,1000.0,650.0,0,103.0,38248.0,250.0,6.1
1079,Because of Winn-Dixie,2005,106.0,Color,Comedy,English,USA,PG,Wayne Wang,Cicely Tyson,Luke Benward,14000000.0,32645546.0,61,907.0,807.0,1000,96.0,8427.0,88.0,6.4
1080,Match Point,2005,119.0,Color,Drama,English,UK,R,Woody Allen,Scarlett Johansson,Mark Gatiss,15000000.0,23089926.0,11000,19000.0,567.0,0,278.0,166269.0,735.0,7.7
1081,Three Burials,2005,107.0,Color,Adventure,English,France,R,Tommy Lee Jones,Levon Helm,Dwight Yoakam,15000000.0,5023275.0,0,572.0,324.0,0,172.0,34194.0,199.0,7.5
1082,Kiss Kiss Bang Bang,2005,103.0,Color,Comedy,English,USA,R,Shane Black,Robert Downey Jr.,Corbin Bernsen,15000000.0,4235837.0,1000,21000.0,1000.0,0,223.0,175962.0,336.0,7.6
1083,Dungeons & Dragons: Wrath of the Dragon God,2005,105.0,Color,Action,English,Germany,Unrated,Gerry Lively,Bruce Payne,Lucy Gaskell,15000000.0,23472900.0,93,179.0,55.0,473,26.0,5018.0,108.0,4.9
1084,Manderlay,2005,139.0,Color,Drama,English,Denmark,Unrated,Lars von Trier,Bryce Dallas Howard,Jeremy Davies,14200000.0,74205.0,3000,3000.0,769.0,1000,140.0,18646.0,81.0,7.4
1085,An American Haunting,2005,91.0,Color,Horror,English,UK,PG-13,Courtney Solomon,Sissy Spacek,James D'Arcy,14000000.0,16298046.0,31,874.0,613.0,0,125.0,22207.0,747.0,5.0
1086,Brokeback Mountain,2005,134.0,Color,Drama,English,USA,R,Ang Lee,Jake Gyllenhaal,Heath Ledger,14000000.0,83025853.0,0,15000.0,13000.0,13000,357.0,259837.0,2254.0,7.7
1087,The Upside of Anger,2005,118.0,Color,Comedy,English,USA,R,Mike Binder,Alicia Witt,Erika Christensen,9000000.0,18761993.0,57,975.0,931.0,549,125.0,19007.0,219.0,6.9
